questions,answers
that is right,fine give me the ticket
it s just a ticket,how much is the fine
what s your plea,i am pleading not guilty
i can t believe it,what are your plans
you don t belong here,that s true
that s true,good luck with your life
you re free to go,that s great
i realize that,good luck out there
you re free to leave,i m so excited
i know,i wish you luck
i am,plead your case
i was not speeding,how fast were you going
no you do not,i appreciate your understanding
yes i am your honor,what is your argument
what is your complaint about,i got robbed
i got robbed,when did this happen
when did this happen,it happened this morning
it happened this morning,what was taken
what was taken,my wallet and cell phone
is the arresting officer here,yes he is your honor
yes he is your honor,plead your case
what is the problem,a man robbed me today
a man robbed me today,when
when,i was robbed this morning
i was robbed this morning,what did he take
did you see his face,i saw him perfectly
what happened,i was robbed
i was robbed,when did this happen
when did this happen,it happened this morning
it happened this morning,what was taken from you
i see,i want justice
they arrested me for nothing,what do you mean
what do you plead,i plead not guilty
i certainly have,when did this happen
when did this happen,about two hours ago
here you are thanks,you are welcome
you are welcome,bye bye
i see,which one interests you sir
rib,in what denominations
thank you very much,it s my pleasure
ok,i will give a call
yes,great here it is
wait a moment please,sure
ok,here is the rib
here is the rib,thank you very much
yes dad,do you have life insurance
adam smith,alright what is your address
alright what is your address,edison ave apartment los angeles
what is the interest rate,it s fixed rate loan
emily smith,here is your balance
here you go miss,thank you
the annual charge rate is,that is very expensive
congratulations,thank you
good that is all then,good
tomorrow afternoon,tomorrow afternoon will be fine
ah get back to you,mr johnson mr johnson
carton,yes corrugated cardboard boxes
cartons,yes corrugated cardboard boxes
anything else,your passport please
your id card please,oh yes here it is
thank you and goodbye,goodbye
ok that is good,your id please
thank you goodbye,goodbye
what denomination,twenties would be fine
ok there you are,and your passport please
here s your,thank you very much
thank you very much,thank you
yes can i help you,i need some us dollars
how long does it take,about a week
thank you very much,you are welcome
good morning madam,good morning
good morning,may i help you
this way please,thank you
thank you,you are welcome
good afternoon mr anderson,good afternoon miss li
thank you,my pleasure
hello mr jones,hello miss wu
t t please,very well mr jones
yes,how would you like it
pardon,six hundred us dollars
six hundred us dollars,i am sorry sir after
ok here,how would you like it
thank you,not at all
how much do you need,three thousand us dollars
here you are,thanks
how would you like them,in ten dollar bill please
in ten dollar bill please,is there anything else
six tens will be fine,here you are
it does not matter,do you want anything else
yes here is my passport,what currency will you have
what currency will you have,us dollars please
here you are,please count
ok thanks goodbye,bye
all right thank you,my pleasure
ok thank you,my pleasure
our systems are trouble free,how do you ensure quality
fine thanks a lot bye,bye
thank you very much,my pleasure
thanks a lot,not at all
yes dad,do you have life insurance
i never got it,your bill was mailed already
how are you today,very well
i have an issue,what is your problem
how may i help you,i m having a problem
i m having a problem,what problem are you having
that would be great,how much would you like
how much would you like,i would like
i would like,here is your
here is your,thanks for everything
there you go,do you want cash back
do you want cash back,yes please
i want,here s your
how are you doing,great thanks for asking
i want to deposit cash,how much are you depositing
how much are you depositing,i would like to deposit
okay here you go,would you like cash back
would you like cash back,yes i would
yes i would,how much
how much,let me get back
let me get back,here you go
how are you doing today,great thank you
okay here you go,thank you very much
how are you,i m fantastic
cash or check,it will be cash today
how are you,i m fabulous
here s your,thank you so much
all right here is your,thanks a lot
how are you doing,great thanks
i would like to transfer,will that be all today
how much,i want to transfer
i want to transfer,will that be all
will that be all,yes that will be all
how are you doing today,i m fine
how s it going,great thank you
