questions,answers
you need a cut,but mr norman said
but mr norman said,said what
you really think so,yes i do
yes i do,i am finished with her
what about jackie,what about her
who,me
want a drink,no thanks
no thanks,have a drink
have a drink,okay thanks
i wanna hear about it,what can i say
i wanna hear about it,oh jesus christ
all night,well who are those guys
well who are those guys,what do they look like
well what,godammit george
godammit george,now wait a minute
now wait a minute,sit down
sit down,but
but,i said sit down
well anyway,your hair looks well fabulous
she is very upset,what about tonight
when,when
in a way but,but what
it s an unusual trade,yes it is
no,awww
awww,i will call you back
i will call you back,come on by
come on by,i will call you back
you are home,yeah
yeah,i am coming over
i am coming over,i will call you back
i will call you back,no you will not
no you will not,what do you mean
a soap,a daytime soap opera
a daytime soap opera,and
and,i was too old
you do,yes
hi doll what is wrong,you know what is wrong
no,why not
what is that,you are still jealous
i am,who were you talking to
poster kleiser,oh yeah
oh yeah,that is right
that is right,i will call you
i will call you,fine
fine,see you later
see you later,anyway you are crazy
hi leonard,jackie what are you doing
i am exaggerating,how much
how much,jackie
jackie,what
i would say so yes,honey
honey,what
no no really,well what is it honey
well what is it honey,nothing
nothing,it must be something
it must be something,well it s george
but you have problems,yeah honey
well he is,so what is your point
two weeks from tomorrow,you are going
you are going,you are going
jackie really should not drink,oh i do not know
george was he alone,i do not think so
i am terribly sorry,never mind
no,good for you
good for you,he is a hairdresser
sort of a boyfriend,sort of
oh thank you,sure
egypt,that is right
that is right,but why egypt
yes jill,gee that is wonderful jill
gee that is wonderful jill,thank you
thank you,just wonderful
jill,jill
there s not much room,that is fine
no,john
no it s not that,do you have children
do you have children,no
no,are you married
are you married,no
call me les,where to les
have they sat down,everybody but us
yes dad,good
no dad,are you sure
are you sure,yes dad
dad,what
dad,yes
yes,do you like this hotel
i am dad dad,yes
yes,do you feel bad
how s it going doc,okay
dad,yes
yes,i am hungry
what about room,room
tony,who s tony
mommy,oh
mommy,danny come here
danny come here,mommy mommy
mommy mommy,danny
mom,yes
it s so pretty,yeah
yeah,okay you behave yourself
yeah,danny come on over here
no,why not
why not,because he hides
because he hides,where does he go
where does he go,to my stomach
please,thank you
no,he is mr torrance
he is mr torrance,who
who,a nigger
a nigger,a nigger
a nigger,a nigger cook
grady,yes sir
yes sir,delbert grady
delbert grady,that is right sir
no we do not mind,good
good,sound good to you danny
glad to meet you winifred,nice to meet you
bill how do you do,pleased to meet you
pleased to meet you,pleasure to meet you
wendy,i am gonna go now
i am gonna go now,wendy
wendy,go away
go away,give me the bat
give me the bat,go away
go away,give me the bat
give me the bat,go away from me
stay away from me,give me the bat
give me the bat,jack stay away from me
jack stay away from me,stop swinging the bat
stop swinging the bat,get down
stay away from me please,stop swinging the bat
stop swinging the bat,stay away from me
stay away from me,put the bat down wendy
put the bat down wendy,stop it
stop it,wendy give me the bat
wendy give me the bat,stay stay away
stay stay away,give me the bat
stay away from me,wendy
wendy,stay away
stay away from me,why
of course i am,of course you are
as soon as possible,jack
i,i can not really remember
i can not really remember,you can not remember
jack,how do you like it
get him out of here,yes
he is still asleep,good
did you find anything,no nothing at all
what time is it,it s about eleven thirty
perfect for a child,yeah
they will love it,great
mr ullman,yes
yes,i am jack torrance
hi,hi
hi,how are you getting on
thanks,thank you susie
royalty,all the best people
fine,jack is a schoolteacher
lowe s car,blue this blue
blue this blue,jesus
please uncle al,will you
where is mom,went shopping why
yes go away,let me help you up
what kind of noises,rattling rustling
rattling rustling,rats
there s something else scary,what
for getting a divorce,well it is his third
yeah sure,save this one for last
sure,good
you all right marty,yeah
but i am fearful,sing
sing,and i am tearful
and i am tearful,sing
sing,were you tempted
he is dreamy he is,yes mary
yes mary,he is so fine
let thy spirit,i think they hear you
i think i hear it,let thy thoughts be guided
let thy thoughts be guided,you know i just might
you know i just might,let thy soul be healed
let thy thoughts be guided,what you say
what you say,let thy soul be healed
okay christy strip,what
what,you can handle this
his ashes,with love
no it s fine,yes
yes,thanks a lot
you are so damn sexy,vince
oh girls,yes betty
oh huh,oh my
oh my,what is it betty
yes betty,he is so fine
what is it mary,that man who is he
that machine,i know it s ancient
just about show me again,you betcha
just sing,sing
she is a pro,what
hopeless i,amateurs
amateurs,babies
babies,again
it will be hell,tell me about it
soprano or alto,whatever
shirelles,you know that song
i was downhearted,it s true
mary clarence,bless you
run take off,again
oh my lord,experience
goddamn it,mary clarence
mary clarence,keep moving
i am getting experience,you watch yourself
bobs,experience right
experience right,right
mary clarence,now you
three years sister,three years a rookie
three years a rookie,a novice
what,i i brought you something
i i brought you something,a cigarette
come on we are late,what what time is it
reverend mother thank you,oh
oh,you saved my life
you saved my life,i am a christian
what are you doing here,saving you move
but,good day
you sent for me,you have a phone call
but wait a minute,the majority has spoken
no no,you are my olympic event
i got it,come sister
my what,your cell your room
no food,no food not until sundown
silence no talking all day,until sundown
and the vow of chastity,i am outta here
no problem,the vow of obedience
the vow of obedience,like to who
it has come to pass,what
are you talking about me,and all those like you
and all those like you,you mean black people
what is a concubine,check your driver s license
miss van cartier,what
what,your cigarette out
sit down,what
your name,christy christy van cartier
christy christy van cartier,enough joking
what are you doing,even nuns have to pee
vince knows you are here,how
me too,you are not seeing anybody
okay no limo,no nothing
and if i do not,then you run
hey girls,hail mary
really,but wait
a nun,i am telling you
joey,where is she
there she is,which one
get her,which one
right,so take it off
well,it did not work vince
it s done,not totally
not totally,what is the problem
and if she runs,take care of it
vince is she okay,maybe
what is she doing,she is praying
you did not shoot,neither did you
sister mary patrick,yes
not a note,impossible
mary clarence you are alive,christy
an entertainer,she was not a nun
he is decent,he is kind
reverend mother,yes
i lied,i know
where,find em
stains of blood,what of it
bring young masbath here,you need to sleep
you need to sleep,bring him
bring him,you need rest
he is a behemoth,a diseased monster
no bleeding,what is that
